Commodity,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,zero_count
Christophine,38.36363636363637,37.98,24.333333333333332,13.26,12.25,16.75,19.166666666666668,29.804347826086957,28.068181818181817,27.613636363636363,27.333333333333332,44.09090909090909,44.791666666666664,35.70967741935484,26.216666666666665,14.446428571428571,11.113636363636363,12.5,14.672413793103448,30.865384615384617,24.23913043478261,26.770833333333332,27.357142857142858,0.0,32.875,46.0,33.31666666666667,15.083333333333334,10.866666666666667,12.637931034482758,12.693548387096774,32.166666666666664,35.48275862068966,25.825,26.630434782608695,28.4375,35.5,49.403225806451616,36.82258064516129,18.15,14.403225806451612,13.333333333333334,12.653846153846153,27.214285714285715,29.166666666666668,33.48148148148148,39.60526315789474,0.0,51.13636363636363,46.04838709677419,36.37096774193548,21.56896551724138,10.935483870967742,14.566666666666666,19.35,48.75,40.357142857142854,37.758620689655174,35.43333333333333,30.1875,0.0,53.916666666666664,42.903225806451616,20.716666666666665,15.725806451612904,23.846153846153847,22.5,47.1551724137931,40.0,39.5,37.5,0.0,0.0,47.01923076923077,44.435483870967744,25.833333333333332,24.64516129032258,20.083333333333332,34.732142857142854,43.38709677419355,37.5,40.79545454545455,0.0,0.0,0.0,63.625,49.67741935483871,24.913793103448278,16.683333333333334,12.482142857142858,14.8125,36.785714285714285,52.410714285714285,39.916666666666664,44.72222222222222,0.0,9
Clive Dry,75.0,78.25,86.125,86.14583333333333,109.34782608695652,149.125,163.33333333333334,159.7826086956522,110.0,83.07692307692308,115.0,110.8695652173913,93.8,92.90322580645162,107.66666666666667,116.96428571428571,121.5909090909091,126.66666666666667,192.05357142857142,177.03703703703704,185.0,113.26086956521739,81.07142857142857,45.089285714285715,42.416666666666664,55.32258064516129,70.7258064516129,94.66666666666667,103.38709677419355,94.0,95.0,95.0,95.0,95.0,95.0,95.0,180.66666666666666,185.0,201.7741935483871,205.0,205.6451612903226,205.0,206.61290322580646,201.1290322580645,205.0,205.0,205.0,205.0,123.0,95.0,95.0,126.03448275862068,195.0,187.33333333333334,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.68965517241378,132.66129032258064,139.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.2857142857143,0.0,0.0,0.0,0.0,0.0,149.16666666666666,0.0,35
Clive Green,62.27272727272727,55.0,54.875,55.520833333333336,61.36363636363637,0.0,121.66666666666667,99.79166666666667,62.15909090909091,59.0,46.166666666666664,52.73809523809524,57.333333333333336,0.0,0.0,95.52631578947368,95.0,94.65517241379311,84.53703703703704,75.7,85.43478260869566,71.48076923076923,43.57142857142857,38.732142857142854,39.333333333333336,55.725806451612904,55.775862068965516,74.07894736842105,102.25806451612904,82.75862068965517,76.61290322580645,95.0,95.0,94.28571428571429,95.0,95.0,95.0,95.0,189.67741935483872,205.0,205.0,201.33333333333334,75.96774193548387,75.3225806451613,75.0,79.48275862068965,75.0,75.0,75.0,0.0,0.0,57.5,57.5,0.0,0.0,0.0,0.0,82.02380952380952,77.91666666666667,91.37096774193549,64.41666666666667,63.05555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,151.25,142.8846153846154,0.0,40
Coriander Green,68.75,79.2,130.75,96.8,81.01851851851852,85.0,72.70833333333333,59.645833333333336,50.0,37.95454545454545,43.58695652173913,110.0,177.4,71.53225806451613,142.16666666666666,185.08928571428572,78.57142857142857,101.0,102.66666666666667,67.41071428571429,45.3,39.26923076923077,52.129629629629626,42.916666666666664,103.41666666666667,213.06451612903226,67.25806451612904,99.33333333333333,140.0,84.0,88.2258064516129,89.51612903225806,81.20689655172414,40.43103448275862,125.33333333333333,154.03225806451613,70.0,147.25806451612902,349.83870967741933,182.66666666666666,136.29032258064515,191.66666666666666,92.09677419354838,69.6774193548387,41.111111111111114,51.37931034482759,66.41666666666667,79.58333333333333,96.0,135.0,203.70967741935485,167.75862068965517,143.38709677419354,272.6666666666667,89.58333333333333,84.66666666666667,60.80357142857143,61.083333333333336,105.0,92.90322580645162,85.66666666666667,209.3548387096774,408.1666666666667,193.33333333333334,95.96774193548387,96.16666666666667,134.19354838709677,127.09677419354838,65.26785714285714,48.833333333333336,53.416666666666664,132.25806451612902,278.0,175.56451612903226,174.03225806451613,277.037037037037,373.9655172413793,176.83333333333334,79.35483870967742,74.11290322580645,54.91379310344828,54.741379310344826,47.8125,46.45161290322581,134.0,393.4166666666667,160.48387096774192,138.66666666666666,302.33870967741933,191.33333333333334,130.48387096774192,91.7741935483871,87.85714285714286,60.333333333333336,87.33333333333333,60.38461538461539,0
Cow pea(Long),33.18181818181818,41.28,51.54761904761905,44.58,59.7,81.36363636363636,47.979166666666664,41.911764705882355,0.0,110.0,61.54347826086956,41.97826086956522,38.0,41.5,34.416666666666664,53.42857142857143,52.075,60.583333333333336,41.0,48.0,0.0,89.30555555555556,58.160714285714285,27.683333333333334,37.5,59.564516129032256,53.79032258064516,45.25,83.62903225806451,73.8,44.87096774193548,73.03571428571429,75.0,97.25,78.83333333333333,48.274193548387096,35.266666666666666,49.596774193548384,54.564516129032256,88.33333333333333,95.40322580645162,83.16666666666667,46.33870967741935,50.833333333333336,0.0,93.6842105263158,59.833333333333336,42.083333333333336,44.86666666666667,49.483870967741936,66.12903225806451,56.63793103448276,97.66666666666667,86.93333333333334,44.166666666666664,57.5,0.0,106.47058823529412,60.71666666666667,37.016129032258064,50.166666666666664,50.08064516129032,70.48387096774194,74.66666666666667,69.91666666666667,50.3,42.774193548387096,47.5,0.0,130.17857142857142,81.83333333333333,50.564516129032256,60.666666666666664,83.79032258064517,48.064516129032256,63.916666666666664,101.89655172413794,85.64814814814815,67.74193548387096,77.5,0.0,117.5,41.354166666666664,38.95161290322581,32.166666666666664,56.416666666666664,85.96774193548387,83.83333333333333,80.96774193548387,90.625,90.17857142857143,95.0,0.0,127.61904761904762,106.16666666666667,40.0,7
Cress Leaf,45.68181818181818,37.7,51.54761904761905,48.7,37.1,54.6875,36.3125,40.416666666666664,32.72727272727273,33.68181818181818,55.43478260869565,68.04347826086956,60.7,65.76923076923077,0.0,85.0,91.80555555555556,79.5,54.75,47.232142857142854,38.8,42.0,49.732142857142854,43.416666666666664,53.583333333333336,56.29032258064516,55.96774193548387,62.5,66.45161290322581,61.75,56.45161290322581,55.32258064516129,53.30357142857143,40.43103448275862,61.75,74.03225806451613,56.333333333333336,47.016129032258064,77.66129032258064,72.5,62.5,61.833333333333336,54.435483870967744,35.564516129032256,33.05555555555556,33.241379310344826,42.65,50.333333333333336,52.5,56.61290322580645,57.5,57.5,60.16129032258065,88.75,58.541666666666664,59.666666666666664,47.857142857142854,50.333333333333336,89.16666666666667,88.30645161290323,63.166666666666664,70.24193548387096,100.08333333333333,102.41666666666667,80.16129032258064,57.5,58.54838709677419,94.03225806451613,47.142857142857146,41.333333333333336,58.083333333333336,73.06451612903226,57.583333333333336,88.2,55.0,0.0,115.95238095238095,104.66666666666667,95.0,77.98387096774194,31.724137931034484,28.88888888888889,37.06521739130435,41.854838709677416,28.333333333333332,61.37931034482759,81.45161290322581,66.66666666666667,96.25,106.33333333333333,151.7741935483871,80.80645161290323,71.78571428571429,74.0,80.16666666666667,56.53846153846154,2
Cucumber(Local),30.136363636363637,30.34,26.023809523809526,36.2,50.27777777777778,29.75,38.375,42.354166666666664,26.043478260869566,59.20454545454545,38.43478260869565,40.43478260869565,50.3,53.46774193548387,48.88333333333333,38.125,46.07142857142857,35.266666666666666,23.516666666666666,23.482142857142858,55.7,45.19230769230769,43.55357142857143,28.35,54.46666666666667,57.53225806451613,38.38709677419355,39.5,65.12903225806451,77.5,81.37096774193549,84.16666666666667,52.6,73.44827586206897,72.08333333333333,57.5,46.5,51.854838709677416,43.516129032258064,54.63333333333333,60.32258064516129,59.05,46.0,27.0,37.129629629629626,49.827586206896555,60.5,53.833333333333336,56.833333333333336,50.403225806451616,51.04838709677419,53.793103448275865,61.45161290322581,36.833333333333336,45.833333333333336,38.88333333333333,49.964285714285715,58.75,60.75,46.935483870967744,61.333333333333336,53.38709677419355,36.29032258064516,53.666666666666664,59.193548387096776,39.75,35.61290322580645,63.70967741935484,75.17857142857143,55.75,63.416666666666664,45.0,52.5,76.04838709677419,67.8225806451613,61.583333333333336,70.15517241379311,133.27586206896552,78.79032258064517,115.3225806451613,117.27272727272727,79.61538461538461,31.40625,25.862068965517242,41.724137931034484,43.7,39.75,46.05769230769231,69.2,91.37931034482759,81.29032258064517,94.43548387096774,132.27272727272728,86.91666666666667,82.5,54.166666666666664,0
Fennel Leaf,49.09090909090909,44.9,53.125,54.4,50.208333333333336,57.608695652173914,49.791666666666664,42.708333333333336,32.72727272727273,33.68181818181818,57.17391304347826,65.68181818181819,62.7,64.83333333333333,57.5,0.0,73.97058823529412,81.16666666666667,57.416666666666664,57.94642857142857,57.5,56.3,51.25,43.083333333333336,46.166666666666664,52.903225806451616,57.333333333333336,73.48214285714286,95.24193548387096,69.82758620689656,64.6774193548387,57.016129032258064,54.56896551724138,40.43103448275862,62.083333333333336,74.11290322580645,56.333333333333336,47.016129032258064,77.74193548387096,73.08333333333333,62.82258064516129,61.833333333333336,76.04838709677419,65.16129032258064,45.18518518518518,38.189655172413794,47.5,54.666666666666664,57.26190476190476,58.839285714285715,57.5,57.5,60.16129032258065,89.5,58.541666666666664,59.583333333333336,47.857142857142854,50.333333333333336,89.41666666666667,88.30645161290323,63.916666666666664,68.66071428571429,0.0,98.33333333333333,78.2258064516129,45.0,58.46774193548387,91.45161290322581,47.142857142857146,42.5,59.833333333333336,70.80645161290323,61.0,74.62962962962963,0.0,0.0,145.0,104.0,94.03225806451613,78.79032258064517,32.41379310344828,28.88888888888889,37.083333333333336,42.1551724137931,30.227272727272727,0.0,0.0,0.0,129.0,92.14285714285714,94.35483870967742,71.53225806451613,69.07407407407408,65.33333333333333,81.66666666666667,55.0,7
Fenugreek Leaf,45.68181818181818,37.1,52.023809523809526,50.1,58.75,69.67391304347827,57.8125,48.75,32.72727272727273,33.56818181818182,56.30434782608695,67.82608695652173,61.9,62.5,0.0,0.0,87.32142857142857,77.0,56.5,50.27777777777778,49.1,55.19230769230769,50.80357142857143,43.083333333333336,53.166666666666664,53.54838709677419,56.61290322580645,62.28333333333333,66.04838709677419,62.0,56.45161290322581,55.32258064516129,53.275862068965516,40.258620689655174,61.75,74.11290322580645,56.416666666666664,46.935483870967744,77.66129032258064,72.16666666666667,62.82258064516129,61.833333333333336,56.37096774193548,42.82258064516129,35.46296296296296,33.189655172413794,42.5,50.333333333333336,52.5,56.61290322580645,57.5,57.5,60.16129032258065,88.75,58.541666666666664,59.0,47.857142857142854,50.333333333333336,89.16666666666667,88.30645161290323,70.0,0.0,0.0,0.0,72.875,58.416666666666664,58.54838709677419,91.45161290322581,47.142857142857146,41.3,58.416666666666664,70.96774193548387,58.0,56.42857142857143,0.0,0.0,110.88235294117646,104.66666666666667,95.0,78.06451612903226,31.724137931034484,28.88888888888889,37.391304347826086,41.774193548387096,29.423076923076923,0.0,0.0,0.0,116.66666666666667,93.66666666666667,94.35483870967742,65.7258064516129,53.92857142857143,63.0,80.16666666666667,53.46153846153846,10
Fish Fresh,215.0,213.1,223.5,228.2,230.0,223.64583333333334,225.0,220.625,222.17391304347825,215.0,213.69565217391303,215.0,214.8,215.0,219.75,224.64285714285714,225.79545454545453,225.0,215.33333333333334,215.0,215.0,214.80769230769232,215.0,216.33333333333334,215.58333333333334,215.7258064516129,229.2741935483871,251.25,262.33870967741933,254.66666666666666,255.0,255.0,240.86206896551724,235.0,235.0,228.5483870967742,227.5,227.5,227.17741935483872,228.0,236.0483870967742,235.33333333333334,232.01612903225808,228.2258064516129,226.2037037037037,222.75862068965517,225.25,232.5,232.75,232.66129032258064,236.8548387096774,237.5,240.16129032258064,245.0,245.0,245.0,241.42857142857142,245.33333333333334,236.0,236.8548387096774,251.41666666666666,257.66129032258067,254.59677419354838,249.0,251.53225806451613,262.5,262.66129032258067,264.03225806451616,258.92857142857144,265.28846153846155,261.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,221.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
French Bean(Local),35.36363636363637,36.36,53.333333333333336,49.04,48.8,48.604166666666664,51.5625,49.375,52.15217391304348,42.45454545454545,42.32608695652174,49.19565217391305,37.5,49.32258064516129,38.63333333333333,56.517857142857146,42.575,42.266666666666666,49.63333333333333,44.142857142857146,45.7,56.7037037037037,41.517857142857146,23.816666666666666,34.733333333333334,62.645161290322584,56.03225806451613,33.28333333333333,46.03225806451613,44.44827586206897,56.935483870967744,61.61290322580645,66.42857142857143,61.12068965517241,86.33333333333333,82.5,39.13333333333333,57.016129032258064,51.53225806451613,105.16666666666667,46.774193548387096,65.08333333333333,72.87096774193549,41.435483870967744,41.388888888888886,51.827586206896555,64.0,43.11666666666667,31.85,53.306451612903224,78.79032258064517,49.48275862068966,75.53225806451613,76.16666666666667,47.5625,74.25,87.55357142857143,64.58333333333333,59.5,41.12903225806452,59.0,63.70967741935484,88.54838709677419,95.75,50.0,39.827586206896555,54.596774193548384,75.24193548387096,67.76785714285714,70.41666666666667,68.16666666666667,58.54838709677419,66.91666666666667,106.37096774193549,55.24193548387097,63.793103448275865,61.25,96.5,93.38709677419355,87.74193548387096,79.22413793103448,68.27586206896552,27.291666666666668,31.129032258064516,31.583333333333332,67.08333333333333,113.0,94.41666666666667,56.666666666666664,56.660714285714285,72.33870967741936,53.38709677419355,74.64285714285714,69.5,107.16666666666667,36.34615384615385,0
Garlic Dry Chinese,101.5909090909091,89.7,80.25,105.9,104.07407407407408,96.77083333333333,103.125,100.20833333333333,92.76086956521739,111.5909090909091,110.76086956521739,101.58695652173913,94.2,106.74193548387096,111.86666666666666,109.98214285714286,120.93181818181819,118.23333333333333,121.6,121.73214285714286,132.54,132.5,133.07142857142858,136.41666666666666,135.76666666666668,152.98387096774192,166.5483870967742,174.06666666666666,182.33870967741936,177.66666666666666,224.2741935483871,256.0483870967742,248.10344827586206,245.0,285.75,280.48387096774195,312.0833333333333,315.0,302.258064516129,294.3333333333333,305.0,323.0,339.51612903225805,346.1290322580645,345.0,298.2758620689655,303.1666666666667,382.8333333333333,287.8333333333333,195.0,180.16129032258064,175.0,175.0,164.33333333333334,146.5625,161.0,175.80357142857142,186.66666666666666,149.0,132.74193548387098,127.33333333333333,129.51612903225808,125.0,125.0,125.0,125.0,128.8709677419355,155.0,159.28571428571428,176.0344827586207,176.0,175.0,196.25,231.7741935483871,233.70967741935485,196.0,195.0,195.0,202.74193548387098,297.258064516129,494.70588235294116,438.75,370.2083333333333,327.9032258064516,161.83333333333334,188.33333333333334,175.32258064516128,169.0,165.88709677419354,164.75,172.83333333333334,234.03225806451613,282.67857142857144,173.5,151.33333333333334,244.42307692307693,0
Garlic Dry Nepali,55.0,61.666666666666664,57.25,74.9,82.31481481481481,86.45833333333333,86.875,92.70833333333333,85.79545454545455,94.04761904761905,80.65217391304348,61.630434782608695,61.2,61.20967741935484,69.16666666666667,99.82142857142857,91.36363636363636,101.58333333333333,118.58333333333333,125.0,113.75,88.9423076923077,76.51785714285714,77.06896551724138,88.91666666666667,113.54838709677419,135.96774193548387,143.33333333333334,174.46774193548387,170.33333333333334,201.53225806451613,246.20967741935485,237.8448275862069,234.31034482758622,135.41666666666666,135.0,209.66666666666666,215.0,238.8709677419355,260.5,275.0,293.0833333333333,306.3709677419355,315.64516129032256,315.55555555555554,145.0,163.5,176.5,184.91666666666666,145.0,147.82258064516128,182.24137931034483,195.0,187.0,161.875,148.0,154.90384615384616,110.0,116.0,95.3225806451613,95.0,90.48387096774194,95.0,95.0,95.0,96.58333333333333,100.40322580645162,124.93548387096774,110.0,0.0,129.13793103448276,125.16129032258064,97.41666666666667,112.66129032258064,148.2258064516129,181.66666666666666,195.0,195.0,202.74193548387098,217.0,395.625,254.22413793103448,277.0833333333333,238.70967741935485,134.41666666666666,156.33333333333334,141.4516129032258,169.0,247.74193548387098,272.75,285.95238095238096,248.33333333333334,0.0,132.38095238095238,116.55172413793103,110.0,2
Garlic Green,47.95454545454545,43.5,53.0,53.3,74.0625,92.93478260869566,65.52083333333333,59.479166666666664,52.04545454545455,49.43181818181818,48.47826086956522,57.608695652173914,44.9,48.62903225806452,56.333333333333336,85.44642857142857,84.21052631578948,87.0,85.58333333333333,79.28571428571429,49.1,46.86538461538461,46.339285714285715,43.416666666666664,61.166666666666664,57.5,64.43548387096774,92.16666666666667,110.64516129032258,90.83333333333333,93.14516129032258,94.03225806451613,95.0,95.0,120.66666666666667,115.96774193548387,53.666666666666664,68.54838709677419,95.80645161290323,58.666666666666664,66.04838709677419,136.33333333333334,135.6451612903226,101.7741935483871,69.07407407407408,69.05172413793103,110.25,92.66666666666667,93.66666666666667,100.80645161290323,94.03225806451613,116.03448275862068,175.16129032258064,142.66666666666666,117.91666666666667,86.0,70.44642857142857,58.666666666666664,88.41666666666667,72.66129032258064,72.25,107.66129032258064,172.0,197.66666666666666,222.70833333333334,104.66666666666667,99.51612903225806,91.12903225806451,77.85714285714286,58.0,78.33333333333333,111.12903225806451,157.0,174.03225806451613,180.0,167.12962962962962,216.25,146.2,165.16129032258064,127.01612903225806,128.79310344827587,122.03703703703704,96.25,89.0,57.333333333333336,104.66666666666667,138.2258064516129,166.83333333333334,240.96153846153845,152.33333333333334,153.2258064516129,102.74193548387096,71.07142857142857,72.66666666666667,95.66666666666667,55.76923076923077,0
Ginger,140.45454545454547,165.4,163.375,120.0,123.14814814814815,111.35416666666667,97.08333333333333,111.25,116.6304347826087,133.63636363636363,181.7391304347826,192.3913043478261,191.2,155.96774193548387,136.25,121.78571428571429,84.6590909090909,75.25,63.75,62.67857142857143,64.7,80.28846153846153,80.17857142857143,74.83333333333333,89.58333333333333,95.7258064516129,98.38709677419355,103.91666666666667,73.2258064516129,68.0,55.12903225806452,50.483870967741936,50.48275862068966,55.51724137931034,63.6,71.37096774193549,65.0,65.0,67.09677419354838,70.08333333333333,67.90322580645162,54.916666666666664,53.70967741935484,45.24193548387097,45.092592592592595,45.43103448275862,47.5,55.95,57.0,52.58064516129032,58.145161290322584,53.327586206896555,52.5,51.833333333333336,50.0,46.5,47.5,54.25,57.5,87.33870967741936,94.33333333333333,98.62903225806451,119.59677419354838,132.33333333333334,95.88709677419355,98.66666666666667,107.09677419354838,115.64516129032258,150.71428571428572,150.66666666666666,152.33333333333334,190.80645161290323,195.0,210.48387096774192,218.5483870967742,203.66666666666666,175.32258064516128,140.33333333333334,115.40322580645162,112.09677419354838,115.17241379310344,127.75862068965517,169.58333333333334,163.70967741935485,133.0,128.0,134.75806451612902,133.75,85.24193548387096,68.45,64.35483870967742,60.08064516129032,60.0,70.25,80.5,77.6923076923077,0
Grapes(Green),255.0,259.11764705882354,0.0,0.0,0.0,65.0,204.79166666666666,158.54166666666666,121.30434782608695,105.11363636363636,129.7826086956522,192.94117647058823,290.0,75.0,0.0,0.0,0.0,0.0,275.0,162.96296296296296,106.2,96.5,148.92857142857142,175.86206896551724,166.47727272727272,165.0,0.0,0.0,0.0,0.0,147.5,128.06451612903226,94.3103448275862,100.17241379310344,130.33333333333334,143.38709677419354,75.0,0.0,0.0,0.0,0.0,0.0,0.0,188.4375,110.92592592592592,106.37931034482759,106.0,122.0,125.0,0.0,0.0,0.0,0.0,0.0,210.0,145.5,107.85714285714286,120.33333333333333,144.33333333333334,223.8709677419355,0.0,0.0,0.0,0.0,0.0,0.0,194.44444444444446,147.74193548387098,107.14285714285714,90.0,112.0,155.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,121.55172413793103,111.52173913043478,0.0,110.78947368421052,103.21428571428571,0.0,0.0,0.0,235.0,269.5,261.61290322580646,216.93548387096774,122.85714285714286,109.5,151.0,224.16666666666666,39
Green Peas,57.5,140.0,95.0,0.0,108.84615384615384,76.52173913043478,66.64583333333333,29.520833333333332,42.04347826086956,46.38636363636363,42.97826086956522,54.34782608695652,95.9375,0.0,57.5,135.0,99.6590909090909,81.58333333333333,66.03333333333333,58.92857142857143,52.9,48.425925925925924,36.482142857142854,47.86206896551724,57.77777777777778,55.0,0.0,0.0,91.38888888888889,80.44642857142857,90.16129032258064,71.04838709677419,40.172413793103445,54.36206896551724,81.53846153846153,0.0,95.0,0.0,0.0,0.0,143.125,111.5,69.16129032258064,34.145161290322584,44.81481481481482,53.275862068965516,58.63333333333333,94.64285714285714,89.0,205.0,0.0,0.0,120.1470588235294,101.83333333333333,88.125,59.87931034482759,61.42857142857143,49.46666666666667,53.666666666666664,95.3125,0.0,0.0,0.0,0.0,133.0,107.84482758620689,73.95161290322581,43.95161290322581,41.607142857142854,60.5,48.189655172413794,68.07692307692308,77.5,0.0,0.0,0.0,168.57142857142858,116.08333333333333,85.16129032258064,76.61290322580645,65.86206896551724,54.91379310344828,36.354166666666664,66.5909090909091,77.5,0.0,0.0,0.0,230.0,148.5,104.11290322580645,47.983870967741936,59.464285714285715,68.0,127.88461538461539,109.61538461538461,20
Gundruk,185.9090909090909,177.6086956521739,190.0,190.0,189.79166666666666,190.0,190.0,183.69565217391303,225.41666666666666,200.9090909090909,190.2173913043478,190.65217391304347,195.0,194.51612903225808,190.3448275862069,190.35714285714286,187.32142857142858,195.0,195.0,188.75,171.0,181.66666666666666,186.07142857142858,185.66666666666666,184.91666666666666,205.6451612903226,200.16129032258064,204.66666666666666,223.38709677419354,205.0,200.80645161290323,205.0,205.0,205.0,204.83333333333334,201.1290322580645,205.0,205.0,205.0,205.0,205.0,197.5,0.0,205.0,0.0,0.0,0.0,205.0,201.33333333333334,195.0,191.4516129032258,194.82758620689654,194.03225806451613,155.33333333333334,155.0,155.0,153.92857142857142,153.16666666666666,155.0,155.32258064516128,168.66666666666666,195.0,195.0,195.0,194.83870967741936,194.6551724137931,201.93548387096774,235.6451612903226,228.03571428571428,247.0,255.5,264.35483870967744,290.0,253.5483870967742,228.5483870967742,225.33333333333334,231.7741935483871,235.08333333333334,238.5483870967742,284.35483870967744,276.7241379310345,276.7241379310345,274.375,286.3333333333333,295.0,295.0,295.0,295.0,295.0,201.66666666666666,222.83333333333334,234.67741935483872,235.0,232.66666666666666,264.13793103448273,210.0,4
Jack Fruit,20.954545454545453,22.0625,18.44736842105263,27.5,0.0,95.0,97.0,76.77083333333333,60.68181818181818,67.95454545454545,51.84782608695652,35.17391304347826,29.5,21.467741935483872,25.913793103448278,42.5,0.0,0.0,78.8157894736842,86.3,62.4,65.0,47.535714285714285,33.18333333333333,27.016666666666666,24.306451612903224,20.85,23.653846153846153,0.0,0.0,0.0,77.5,75.0,69.13793103448276,52.0,33.87096774193548,20.333333333333332,20.451612903225808,22.410714285714285,0.0,0.0,0.0,0.0,0.0,60.3125,57.758620689655174,52.083333333333336,37.833333333333336,37.0,26.85483870967742,26.25,0.0,0.0,0.0,0.0,75.0,70.44642857142857,77.21153846153847,64.66666666666667,48.70967741935484,51.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,60.5,72.625,86.80555555555556,63.416666666666664,45.96774193548387,35.833333333333336,32.8,36.07142857142857,0.0,0.0,0.0,0.0,0.0,75.0,77.5,75.0,61.666666666666664,36.07142857142857,36.7,37.32142857142857,37.04545454545455,0.0,0.0,94.04761904761905,88.25,85.71428571428571,79.0,68.96551724137932,51.458333333333336,28
Knolkhol,0.0,0.0,0.0,0.0,0.0,0.0,40.95454545454545,37.6875,32.79545454545455,33.22727272727273,51.630434782608695,54.02173913043478,52.5,47.5,0.0,0.0,0.0,85.0,38.93333333333333,34.03703703703704,33.7,29.5,41.375,42.410714285714285,42.833333333333336,52.983870967741936,55.0,0.0,0.0,0.0,48.333333333333336,43.54838709677419,34.741379310344826,33.189655172413794,55.416666666666664,74.11290322580645,56.333333333333336,47.016129032258064,77.66129032258064,57.833333333333336,52.5,0.0,40.648148148148145,33.95161290322581,37.22222222222222,35.94827586206897,43.166666666666664,50.5,52.666666666666664,56.37096774193548,0.0,0.0,0.0,0.0,42.5,42.583333333333336,42.767857142857146,44.5,52.25,53.87096774193548,53.7962962962963,92.5,0.0,0.0,0.0,0.0,41.875,46.25,37.5,37.5,42.5,58.333333333333336,0.0,0.0,95.0,0.0,0.0,0.0,0.0,37.166666666666664,36.94827586206897,32.84090909090909,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,45.0,55.483870967741936,86.48148148148148,84.66666666666667,66.11111111111111,49.54545454545455,34
Lettuce,47.72727272727273,48.2,52.25,50.3,50.416666666666664,89.0909090909091,50.625,44.895833333333336,32.63636363636363,34.13636363636363,55.108695652173914,82.06521739130434,71.6,66.61290322580645,57.5,57.5,60.26315789473684,81.12068965517241,60.333333333333336,71.60714285714286,85.4,61.25,46.875,43.25,44.166666666666664,53.064516129032256,138.98387096774192,99.0,90.7258064516129,70.34482758620689,66.61290322580645,56.693548387096776,54.91379310344828,40.535714285714285,62.833333333333336,74.2741935483871,56.333333333333336,47.016129032258064,77.74193548387096,72.66666666666667,62.82258064516129,61.833333333333336,56.693548387096776,42.25806451612903,38.888888888888886,38.189655172413794,47.5,55.166666666666664,56.083333333333336,56.37096774193548,57.5,59.13793103448276,58.62903225806452,87.91666666666667,104.79166666666667,80.41666666666667,48.214285714285715,50.5,89.25,88.30645161290323,64.08333333333333,72.33870967741936,158.66666666666666,172.33333333333334,79.51612903225806,58.583333333333336,58.54838709677419,91.45161290322581,47.142857142857146,42.333333333333336,59.833333333333336,69.83870967741936,60.666666666666664,77.90322580645162,96.66666666666667,95.0,240.71428571428572,105.33333333333333,62.096774193548384,65.0,64.65517241379311,48.4375,32.5,0.0,0.0,85.0,100.33333333333333,64.28571428571429,174.6153846153846,123.44827586206897,59.83870967741935,63.96551724137931,77.22222222222223,57.666666666666664,64.66666666666667,53.46153846153846,2
